consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,clase
buenas tardes!.queria saber como puedo recuperar mi clave para acceder y poder inscribirme a las cursadas cuatrimestrales ya que cumpli con todos los pasos de&quot;olvide mi contraseña&quot; y aún no llego nada a mi mail.solicito mi contraseña para poder anotarme a las cursadas.desde ya muchas gracias! ,6,1,7,1,2018,1,1,3,1,1,0,6,304,0.0,0.8190789473684209,1,47,23,0.7872340425531915,0.023026315789473683,3,0,Boleto Universitario
"buenas tardes, el día jueves perdí mí sube y realice los pasos que se deben, es decir, compré una nueva sube y la asocie a mí perfil de la página de la misma. quería saber si el boleto estudiantil se cargará en la nueva sube asociada o debo realizar algún trámite. desde ya, muchas gracias brisa andreasen ",0,1,6,1,2019,2,8,4,1,1,8,4,306,0.0,0.7941176470588235,10,58,29,0.8103448275862069,0.0196078431372549,2,0,Consulta por Legajo
yo queria hacer una consulta ....del boleto de la sube  me dice voleto asignado y no me cargaron y no entiendo porque? ,0,4,10,2,2018,1,7,4,1,1,3,4,119,0.0,0.7647058823529411,0,24,14,0.8333333333333334,0.04201680672268908,4,0,Requisitos de Ingreso
"buenas tardes,no puedo ingresar a mi situación académica,ni tampoco me permite reestablecer la clave aunque yo no la he cambiado ,que debo hacer ? desde ya muchas gracias  ",1,1,12,2,2018,0,8,4,1,1,5,4,172,0.0,0.8081395348837209,2,30,14,0.9333333333333332,0.02325581395348837,1,0,Problemas con la Clave
"buenas tardes,no puedo ingresar a mi situación académica,ni tampoco me permite reestablecer la clave aunque yo no la he cambiado ,que debo hacer ? desde ya muchas gracias  ",1,1,12,2,2018,0,8,4,1,1,5,4,172,0.0,0.8081395348837209,2,30,14,0.9333333333333332,0.02325581395348837,1,0,Boleto Universitario
"hola, quería saber como hago para inscribirme en el boleto estudiantil? ya que la página pide que sea desde el usuario de la universidad.  ",2,4,2,1,2019,2,7,4,1,1,27,4,139,0.0,0.7985611510791367,2,26,16,0.8461538461538461,0.02158273381294964,1,0,Pedido de Certificados
"hola, quería saber como hago para inscribirme en el boleto estudiantil? ya que la página pide que sea desde el usuario de la universidad.  ",2,4,2,1,2019,2,7,4,1,1,27,4,139,0.0,0.7985611510791367,2,26,16,0.8461538461538461,0.02158273381294964,1,0,Requisitos de Ingreso
"hola qué tal, quisiera saber cuándo abren las inscripciones para el 2020, muchas gracias. ",1,3,10,2,2019,3,5,0,0,1,43,4,90,0.0,0.7666666666666667,2,15,7,1.0,0.03333333333333333,1,0,Boleto Universitario
"hola qué tal, quisiera saber cuándo abren las inscripciones para el 2020, muchas gracias. ",1,3,10,2,2019,3,5,0,0,1,43,4,90,0.0,0.7666666666666667,2,15,7,1.0,0.03333333333333333,1,0,Pedido de Certificados
hola! quiero acceder al sistema para inscribirme a los finales pero me salta que no cumplo con los requisitos para poder acceder. ,1,2,12,2,2018,3,7,4,1,1,5,6,130,0.0,0.8153846153846154,0,23,12,0.9130434782608696,0.015384615384615384,1,0,Situación Académica
hola! quiero acceder al sistema para inscribirme a los finales pero me salta que no cumplo con los requisitos para poder acceder. ,1,2,12,2,2018,3,7,4,1,1,5,6,130,0.0,0.8153846153846154,0,23,12,0.9130434782608696,0.015384615384615384,1,0,Problemas con la Clave
"hola buenas tardes, quería saber como es lo del boleto estudiantil. yo ya llene el formulario hace dos semanas pero no sabría como serían los pasos a seguir. muchas gracias ",6,3,3,1,2019,2,5,4,1,1,3,6,173,0.0,0.8092485549132948,3,31,16,0.967741935483871,0.017341040462427744,2,0,Boleto Universitario
"hola buenas tardes, quería saber como es lo del boleto estudiantil. yo ya llene el formulario hace dos semanas pero no sabría como serían los pasos a seguir. muchas gracias ",6,3,3,1,2019,2,5,4,1,1,3,6,173,0.0,0.8092485549132948,3,31,16,0.967741935483871,0.017341040462427744,2,0,Boleto Universitario
necesitaria saber mi aituacion academica ,2,3,12,2,2015,0,8,2,1,1,5,4,41,0.0,0.8780487804878049,0,6,2,1.0,0.0,1,0,Requisitos de Ingreso
necesitaria saber mi aituacion academica ,2,3,12,2,2015,0,8,2,1,1,5,4,41,0.0,0.8780487804878049,0,6,2,1.0,0.0,1,0,Problemas con la Clave
"qué tal? quería saber cuáles serían los requisitos que me faltan, para poder completarlos y anotarme a la cursada.  hace unas horas quise inscribirme pero me decía que no cumplía con los requisitos.  ",0,3,2,1,2019,0,8,0,0,1,19,7,200,0.0,0.805,6,36,20,0.8611111111111112,0.02,2,0,Ingreso a la Universidad
"qué tal? quería saber cuáles serían los requisitos que me faltan, para poder completarlos y anotarme a la cursada.  hace unas horas quise inscribirme pero me decía que no cumplía con los requisitos.  ",0,3,2,1,2019,0,8,0,0,1,19,7,200,0.0,0.805,6,36,20,0.8611111111111112,0.02,2,0,Ingreso a la Universidad
"hola buenas tardes.  yo soy ex alumna de la universidad de lujan, yo el año 2016 estaba haciendo la carrera para contador publico. por unos problemas no continue. quisiera inscribirme para el 2018 pero haciendo la carrera licenciatura de trabajo social. sera posible ?? y por favor los requisitos para poder anotarme nuevamente en la sede de san miguel . gracias ",3,1,11,2,2017,2,6,2,1,1,5,4,363,0.0,0.7851239669421488,0,63,36,0.7777777777777778,0.02203856749311295,5,0,Reincorporación
"hola buenas tardes.  yo soy ex alumna de la universidad de lujan, yo el año 2016 estaba haciendo la carrera para contador publico. por unos problemas no continue. quisiera inscribirme para el 2018 pero haciendo la carrera licenciatura de trabajo social. sera posible ?? y por favor los requisitos para poder anotarme nuevamente en la sede de san miguel . gracias ",3,1,11,2,2017,2,6,2,1,1,5,4,363,0.0,0.7851239669421488,0,63,36,0.7777777777777778,0.02203856749311295,5,0,Consulta por Legajo
hola: quise realizar el tramiite del boleto estudiantil y me figura como que ya tengo un beneficio asignado..  pero nunca me confirmaron si contaba con el beneficio del boleto... ,3,2,3,1,2019,3,2,4,1,1,3,6,179,0.0,0.7988826815642458,0,31,16,0.8387096774193549,0.0335195530726257,5,0,Problemas con la Clave
hola: quise realizar el tramiite del boleto estudiantil y me figura como que ya tengo un beneficio asignado..  pero nunca me confirmaron si contaba con el beneficio del boleto... ,3,2,3,1,2019,3,2,4,1,1,3,6,179,0.0,0.7988826815642458,0,31,16,0.8387096774193549,0.0335195530726257,5,0,Cambio de Carrera
"hola! quiero consultar respecto del boleto estudiantil provincial, ya que, inicie el trámite hace más de un mes (22-06-2019) y aún no obtuve respuesta ni el beneficio. quisiera saber si se puede resolver esta situación. gracias. ",1,1,8,2,2019,1,6,4,1,1,3,4,229,0.0,0.7641921397379913,4,37,18,0.972972972972973,0.026200873362445413,3,0,Requisitos de Ingreso
"quiero anotarme en las materias y no puedo ingresar, me dice que no cumplu con los requisitos ",2,1,3,1,2017,2,6,3,1,1,54,4,94,0.0,0.8085106382978723,0,18,11,0.9444444444444444,0.010638297872340424,1,0,Ingreso a la Universidad
no puedo preinscribirme por la pagina web. no me llegan los mails de confirmación. que puedo hacer al respecto? ,2,4,2,1,2018,2,3,0,0,1,0,4,112,0.0,0.8035714285714286,1,20,11,0.9,0.026785714285714284,2,0,Ingreso a la Universidad
no puedo preinscribirme por la pagina web. no me llegan los mails de confirmación. que puedo hacer al respecto? ,2,4,2,1,2018,2,3,0,0,1,0,4,112,0.0,0.8035714285714286,1,20,11,0.9,0.026785714285714284,2,0,Ingreso a la Universidad
"quería consultar porque no me deja ingresar a mi cuenta, me quiero anotar en materias y  ya se me pasa el tiempo de inscripción... gracias  ",0,1,3,1,2019,3,4,2,1,1,3,4,140,0.0,0.7785714285714286,2,28,17,0.8571428571428571,0.028571428571428567,3,0,Pedido de Certificados
"quería consultar porque no me deja ingresar a mi cuenta, me quiero anotar en materias y  ya se me pasa el tiempo de inscripción... gracias  ",0,1,3,1,2019,3,4,2,1,1,3,4,140,0.0,0.7785714285714286,2,28,17,0.8571428571428571,0.028571428571428567,3,0,Cursadas
clave de acceso ,2,3,7,1,2017,1,2,1,1,1,19,6,16,0.0,0.8125,0,4,2,1.0,0.0,1,0,Boleto Universitario
clave de acceso ,2,3,7,1,2017,1,2,1,1,1,19,6,16,0.0,0.8125,0,4,2,1.0,0.0,1,0,Ingreso a la Universidad
buenos dias mi consulta es para saber si me asignaron el boleto estudiantil . muchas gracias claudia báez  ,3,1,4,1,2018,2,1,2,1,1,52,6,107,0.0,0.8130841121495327,1,20,11,0.95,0.009345794392523364,1,0,Requisitos de Ingreso
"hola hice la inscripción hasta que me dice que me van a enviar un correo electronico, pero eso no sucede.  como debo continuar?   ",2,3,10,2,2017,2,2,0,0,1,7,6,130,0.0,0.7769230769230769,1,27,20,0.8148148148148148,0.02307692307692308,1,0,Simultaneidad de Carreras
"hola hice la inscripción hasta que me dice que me van a enviar un correo electronico, pero eso no sucede.  como debo continuar?   ",2,3,10,2,2017,2,2,0,0,1,7,6,130,0.0,0.7769230769230769,1,27,20,0.8148148148148148,0.02307692307692308,1,0,Requisitos de Ingreso
 a la hora de anotarme a las cursadas me sale este mensaje &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; me gustaría saber los requisitos que incumplo para ponerlos al día y poder así anotarme adecuadamente ,3,3,2,1,2019,2,7,0,0,0,17,8,259,0.0,0.8146718146718147,4,43,25,0.813953488372093,0.015444015444015444,2,0,Ingreso a la Universidad
 a la hora de anotarme a las cursadas me sale este mensaje &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; me gustaría saber los requisitos que incumplo para ponerlos al día y poder así anotarme adecuadamente ,3,3,2,1,2019,2,7,0,0,0,17,8,259,0.0,0.8146718146718147,4,43,25,0.813953488372093,0.015444015444015444,2,0,Boleto Universitario
hola. quería saber como puedo hacer para cambiar los horarios. si puedo renovarlos de nuevo. gracias ,4,1,3,1,2017,1,6,3,1,0,43,4,101,0.0,0.8118811881188119,1,17,6,0.9411764705882352,0.0297029702970297,3,0,Requisitos de Ingreso
"buenos dias, necesito saber como debo inscribirme en las asignaturas del 1er cuatrimestre, ya que en la pagina solo me permite consultas.  muchas gracias ",1,2,2,1,2018,3,7,0,0,1,43,6,154,0.0,0.8116883116883117,0,26,14,0.9230769230769232,0.01948051948051948,1,0,Ingreso a la Universidad
"buenos dias, necesito saber como debo inscribirme en las asignaturas del 1er cuatrimestre, ya que en la pagina solo me permite consultas.  muchas gracias ",1,2,2,1,2018,3,7,0,0,1,43,6,154,0.0,0.8116883116883117,0,26,14,0.9230769230769232,0.01948051948051948,1,0,Boleto Universitario
no me deja entrar en el sistema .  ,6,4,2,1,2017,1,5,3,1,1,3,4,35,0.0,0.7142857142857143,0,10,8,0.9,0.028571428571428567,1,0,Ingreso a la Universidad
no me deja entrar en el sistema .  ,6,4,2,1,2017,1,5,3,1,1,3,4,35,0.0,0.7142857142857143,0,10,8,0.9,0.028571428571428567,1,0,Ingreso a la Universidad
"buenas noches! quiero acceder al porcentaje de materias aprobadas, como hago?  gracias ",0,4,3,1,2017,3,4,2,1,1,43,8,87,0.0,0.8160919540229885,0,14,5,0.9285714285714286,0.03448275862068965,1,0,Boleto Universitario
hola mi consulta es por el motivo de que quiero generar el boleto estudiantil y me figura que este usuario ya posee un beneficio.saludos ,3,4,3,1,2019,2,3,3,1,1,54,4,137,0.0,0.8175182481751825,0,25,15,0.92,0.007299270072992701,1,0,Requisitos de Ingreso
hola mi consulta es por el motivo de que quiero generar el boleto estudiantil y me figura que este usuario ya posee un beneficio.saludos ,3,4,3,1,2019,2,3,3,1,1,54,4,137,0.0,0.8175182481751825,0,25,15,0.92,0.007299270072992701,1,0,Exámenes
"hola buenas tardes, quise  solicitar el boleto gratuito y me dice que ya tengo un beneficio asignado, como puedo saber que beneficio se me otorgo. desde ya muchas gracias, saludos cordiales. ",0,1,8,2,2019,2,1,4,1,1,16,6,191,0.0,0.8062827225130892,0,33,15,0.8484848484848485,0.026178010471204192,2,0,Pedido de Certificados
"hola buenas tardes, quise  solicitar el boleto gratuito y me dice que ya tengo un beneficio asignado, como puedo saber que beneficio se me otorgo. desde ya muchas gracias, saludos cordiales. ",0,1,8,2,2019,2,1,4,1,1,16,6,191,0.0,0.8062827225130892,0,33,15,0.8484848484848485,0.026178010471204192,2,0,Consulta sobre Título Universitario
hasta cuando se puede hacer cambio de comision? ,4,4,8,2,2016,2,4,2,1,1,54,6,48,0.0,0.8125,0,9,3,1.0,0.020833333333333332,1,0,Pedido de Certificados
hasta cuando se puede hacer cambio de comision? ,4,4,8,2,2016,2,4,2,1,1,54,6,48,0.0,0.8125,0,9,3,1.0,0.020833333333333332,1,0,Reincorporación
no me deja ingresar a las materias con mi número de documento ni tampoco contraseña.  ,6,1,7,1,2019,1,8,0,0,0,52,13,86,0.0,0.8023255813953488,1,17,11,0.9411764705882352,0.011627906976744186,1,0,Problemas con la Clave
no me deja ingresar a las materias con mi número de documento ni tampoco contraseña.  ,6,1,7,1,2019,1,8,0,0,0,52,13,86,0.0,0.8023255813953488,1,17,11,0.9411764705882352,0.011627906976744186,1,0,Cursadas
"buenos días:                     necesito solicitar un certificado de asignaturas aprobadas, con aplazos incluidos, para anotarme en en un concurso de ayudante de segunda en la unlu. cómo puedo hacer ese tramite? ",1,3,9,2,2017,0,1,1,1,1,4,8,213,0.0,0.7417840375586855,2,51,34,0.5098039215686274,0.023474178403755867,1,0,Boleto Universitario
hola!! quiero tramitar el boleto universitario y me dice que ya tengo un beneficio asignado. pero no tengo el beneficio. ya hace un mes que lo tramité y aún no recibo ningún descuento. ,1,2,4,1,2019,3,3,1,1,1,54,6,185,0.0,0.7945945945945946,3,34,20,0.7941176470588235,0.027027027027027032,3,0,Boleto Universitario
hola!! quiero tramitar el boleto universitario y me dice que ya tengo un beneficio asignado. pero no tengo el beneficio. ya hace un mes que lo tramité y aún no recibo ningún descuento. ,1,2,4,1,2019,3,3,1,1,1,54,6,185,0.0,0.7945945945945946,3,34,20,0.7941176470588235,0.027027027027027032,3,0,Requisitos de Ingreso
"no puedo ingresar a ver mi situación académica, ingrese en la opción que me da de &quot;olvidaste tu clave&quot; complete lo que me pide, pero no me llega el mail. ya lo hice varias veces.  ",2,3,1,1,2018,2,5,2,1,1,54,6,190,0.0,0.7684210526315789,3,37,23,0.8378378378378378,0.03157894736842105,2,0,Requisitos de Ingreso
"no puedo ingresar a ver mi situación académica, ingrese en la opción que me da de &quot;olvidaste tu clave&quot; complete lo que me pide, pero no me llega el mail. ya lo hice varias veces.  ",2,3,1,1,2018,2,5,2,1,1,54,6,190,0.0,0.7684210526315789,3,37,23,0.8378378378378378,0.03157894736842105,2,0,Ingreso a la Universidad
"hola!  tenía un problema al enviar la solicitud de inscripción a cursadas. ingreso y figura que no cumplo con los requisitos. quisiera saber si me podrían brindar una solución, gracias.  ",5,4,2,1,2019,3,8,0,0,1,25,4,187,0.0,0.8021390374331551,4,33,16,0.9393939393939394,0.026737967914438502,3,0,Boleto Universitario
quisiera saber cómo tengo q hacer para pedir un certificado de materias aprobadas para inscribirme en otra universidad ,2,2,9,2,2017,3,4,2,1,1,27,4,119,0.0,0.8487394957983193,1,19,9,0.9473684210526316,0.0,1,0,Cursadas
"buenas, quiero inscribirme a las materias del primer cuatrimestre y no puedo porque me dice que no cumplo con los requisitos. eso a qué se debe si presenté toda la documentación?  ",0,3,2,1,2019,1,8,0,0,1,52,6,180,0.0,0.8055555555555556,3,33,21,0.9090909090909092,0.016666666666666666,1,0,Ingreso a la Universidad
necesito mi vlave ,0,5,7,1,2017,2,3,3,1,1,3,6,18,0.0,0.8333333333333334,0,4,2,1.0,0.0,1,0,Boleto Universitario
necesito solicitar analítico parcial y solicitud de materias aprobadas ,2,3,3,1,2019,0,1,1,1,1,54,4,71,0.0,0.8732394366197183,1,10,3,1.0,0.0,1,0,Boleto Universitario
necesito solicitar analítico parcial y solicitud de materias aprobadas ,2,3,3,1,2019,0,1,1,1,1,54,4,71,0.0,0.8732394366197183,1,10,3,1.0,0.0,1,0,Cursadas
para poder reincribirme ,5,2,3,1,2018,3,4,2,1,1,5,6,24,0.0,0.875,0,4,2,1.0,0.0,1,0,Consulta por Legajo
hola .. necesito ayuda olvide la clave de mi usuario  y ahora no puedo entrar a mi perfil ..  podrian mandarme la clave. por favor .   desde ya muchas gracias.. !! ,0,2,2,1,2017,3,3,1,1,1,43,6,164,0.0,0.725609756097561,0,36,20,0.8055555555555556,0.06097560975609756,8,0,Cambio de Comisión
hola .. necesito ayuda olvide la clave de mi usuario  y ahora no puedo entrar a mi perfil ..  podrian mandarme la clave. por favor .   desde ya muchas gracias.. !! ,0,2,2,1,2017,3,3,1,1,1,43,6,164,0.0,0.725609756097561,0,36,20,0.8055555555555556,0.06097560975609756,8,0,Requisitos de Ingreso
"buen día, me comunico para saber mi situación con el boleto estudiantil provincial. el año pasado completé el formulario pero no me mandaron nada y no hice nada (si es que había que hacer algo para activar el beneficio), por lo tanto no hice uso del mismo. ahora cuando quiero entrar para completar el formulario me aparece que ya posee un beneficio. mi pregunta es qué tengo que hacer para hacer uso del mismo? desde ya, muchas gracias! ",4,3,3,1,2019,0,5,2,1,1,54,6,438,0.0,0.7990867579908676,5,79,46,0.7088607594936709,0.0182648401826484,3,0,Boleto Universitario
"buen día, me comunico para saber mi situación con el boleto estudiantil provincial. el año pasado completé el formulario pero no me mandaron nada y no hice nada (si es que había que hacer algo para activar el beneficio), por lo tanto no hice uso del mismo. ahora cuando quiero entrar para completar el formulario me aparece que ya posee un beneficio. mi pregunta es qué tengo que hacer para hacer uso del mismo? desde ya, muchas gracias! ",4,3,3,1,2019,0,5,2,1,1,54,6,438,0.0,0.7990867579908676,5,79,46,0.7088607594936709,0.0182648401826484,3,0,Consulta sobre Título Universitario
"buenas tardes, quería hacer una consulta acerca de porque no me deja ingresar a la cuenta de inscripción cursada. no me estaría dejando anotar ",2,3,2,1,2019,3,8,0,0,1,54,4,143,0.0,0.8181818181818182,3,25,11,0.88,0.013986013986013986,1,0,Consulta por Legajo
"buenas tardes, quería hacer una consulta acerca de porque no me deja ingresar a la cuenta de inscripción cursada. no me estaría dejando anotar ",2,3,2,1,2019,3,8,0,0,1,54,4,143,0.0,0.8181818181818182,3,25,11,0.88,0.013986013986013986,1,0,Ingreso a la Universidad
"buenas tardes en el día de ayer he realizado mi inscripción completa en el centro regional san miguel para la carrera del profesorado en ciencias de la educación. me dijeron que ya podía entrar al área de aspirantes y con mi dni entrar y que se me asigne un legajo, la cuestión es que pongo mi dni y me dice que no hay datos o información del aspirante y no entiendo que ha sucedido. desde ya muchas gracias  ",1,3,12,2,2018,1,3,0,0,1,55,6,409,0.0,0.7995110024449877,7,80,51,0.7,0.007334963325183373,2,0,Ingreso a la Universidad
"buenas tardes en el día de ayer he realizado mi inscripción completa en el centro regional san miguel para la carrera del profesorado en ciencias de la educación. me dijeron que ya podía entrar al área de aspirantes y con mi dni entrar y que se me asigne un legajo, la cuestión es que pongo mi dni y me dice que no hay datos o información del aspirante y no entiendo que ha sucedido. desde ya muchas gracias  ",1,3,12,2,2018,1,3,0,0,1,55,6,409,0.0,0.7995110024449877,7,80,51,0.7,0.007334963325183373,2,0,Boleto Universitario
hola quería solicitar mi porcentaje de materias por favor gracias  ,0,5,7,1,2017,0,4,2,1,1,43,6,67,0.0,0.8358208955223879,1,12,6,0.9166666666666666,0.0,1,0,Situación Académica
hola. quisiera saber porque al solicitar el boleto estudiantil me sale &quot;error de credenciales&quot; me dice que mis datos son incorrectos y no cumplo con los requisitos. el año pasado lo solicite pero me lo sacaron. y quería registrarme nuevamente. ,0,1,3,1,2018,0,6,3,1,1,43,4,254,0.0,0.8110236220472441,1,41,22,0.8780487804878049,0.023622047244094488,4,0,Boleto Universitario
hola. quisiera saber porque al solicitar el boleto estudiantil me sale &quot;error de credenciales&quot; me dice que mis datos son incorrectos y no cumplo con los requisitos. el año pasado lo solicite pero me lo sacaron. y quería registrarme nuevamente. ,0,1,3,1,2018,0,6,3,1,1,43,4,254,0.0,0.8110236220472441,1,41,22,0.8780487804878049,0.023622047244094488,4,0,Boleto Universitario
"buenas tardes! quisiera saber cuál es el horarios del turno noche.  gracias! saludos, sabrina. ",0,4,8,2,2018,1,3,0,0,1,54,6,95,0.0,0.7894736842105263,1,16,6,0.9375,0.05263157894736842,2,0,Ingreso a la Universidad
"buenas tardes! quisiera saber cuál es el horarios del turno noche.  gracias! saludos, sabrina. ",0,4,8,2,2018,1,3,0,0,1,54,6,95,0.0,0.7894736842105263,1,16,6,0.9375,0.05263157894736842,2,0,Ingreso a la Universidad
"he perdido la condición de regular, quiero saber que trámite debo hacer para regularizarme ",0,2,4,1,2019,1,1,2,1,1,4,6,91,0.0,0.8351648351648352,2,15,7,1.0,0.01098901098901099,1,0,Boleto Universitario
"he perdido la condición de regular, quiero saber que trámite debo hacer para regularizarme ",0,2,4,1,2019,1,1,2,1,1,4,6,91,0.0,0.8351648351648352,2,15,7,1.0,0.01098901098901099,1,0,Requisitos de Ingreso
"buenas noches , no me da la posibilidad de inscribirme en las materias queria saber porque. espero su respuesta. saludos  ",0,3,2,1,2018,3,8,0,0,1,5,4,122,0.0,0.8032786885245902,0,22,11,0.9545454545454546,0.024590163934426236,2,0,Boleto Universitario
"buenas noches , no me da la posibilidad de inscribirme en las materias queria saber porque. espero su respuesta. saludos  ",0,3,2,1,2018,3,8,0,0,1,5,4,122,0.0,0.8032786885245902,0,22,11,0.9545454545454546,0.024590163934426236,2,0,Requisitos de Ingreso
"no me deja inscribirme a las cursadas, me salta que yo no cumple con los requisitos necesarios para confirmar . ",0,3,2,1,2019,0,7,0,0,0,43,4,112,0.0,0.8035714285714286,0,21,14,0.9047619047619048,0.017857142857142856,1,0,Cursadas
"no me deja inscribirme a las cursadas, me salta que yo no cumple con los requisitos necesarios para confirmar . ",0,3,2,1,2019,0,7,0,0,0,43,4,112,0.0,0.8035714285714286,0,21,14,0.9047619047619048,0.017857142857142856,1,0,Requisitos de Ingreso
"buenas noches. necesito un certificado analítico de materias aprobadas. como debo hacer para solicitarlo; debo ir personalmente, me lo entregan en el momento? la consulta es porque no doy de la localidad y debo pedir d&igrave;a en el trabajo para ir. desde ya muchas gracias. saludos. ",0,3,9,2,2018,3,2,1,1,1,3,6,285,0.0,0.8035087719298246,1,47,25,0.851063829787234,0.03157894736842105,5,0,Exámenes
"no me acuerdo mi numero de legajo y quisiera volver a anotarme asi puedo cambiar de carrera, desde ya muchas gracias ",4,4,1,1,2016,0,3,0,0,1,0,6,117,0.0,0.811965811965812,0,22,10,0.9545454545454546,0.008547008547008548,1,0,Boleto Universitario
"no me acuerdo mi numero de legajo y quisiera volver a anotarme asi puedo cambiar de carrera, desde ya muchas gracias ",4,4,1,1,2016,0,3,0,0,1,0,6,117,0.0,0.811965811965812,0,22,10,0.9545454545454546,0.008547008547008548,1,0,Reincorporación
"buenos dias, hace un mes hice el tramite de boleto estudiantil y no me llego ningun mail cargandome saldo ",4,1,4,1,2018,0,7,3,1,1,1,6,106,0.0,0.8113207547169812,0,20,11,1.0,0.009433962264150943,1,0,Ingreso a la Universidad
"buenos dias, hace un mes hice el tramite de boleto estudiantil y no me llego ningun mail cargandome saldo ",4,1,4,1,2018,0,7,3,1,1,1,6,106,0.0,0.8113207547169812,0,20,11,1.0,0.009433962264150943,1,0,Ingreso a la Universidad
"hola , quiero saber cómo hago en la página para anotarme a rendir materias , gracias !  ",1,1,2,1,2018,3,2,0,0,1,43,13,88,0.0,0.7613636363636364,2,19,12,0.8947368421052632,0.03409090909090909,1,0,Boleto Universitario
"hola , quiero saber cómo hago en la página para anotarme a rendir materias , gracias !  ",1,1,2,1,2018,3,2,0,0,1,43,13,88,0.0,0.7613636363636364,2,19,12,0.8947368421052632,0.03409090909090909,1,0,Boleto Universitario
buenos días quería saber porque me tirar que no cumplo los requisitos cuando me quiero anotar a las materias? ,0,3,2,1,2019,0,8,0,0,1,54,4,110,0.0,0.8181818181818182,2,20,9,0.95,0.00909090909090909,1,0,Ingreso a la Universidad
buenos días quería saber porque me tirar que no cumplo los requisitos cuando me quiero anotar a las materias? ,0,3,2,1,2019,0,8,0,0,1,54,4,110,0.0,0.8181818181818182,2,20,9,0.95,0.00909090909090909,1,0,Reincorporación
"tengo una consulta acerca de la asignatura de código 20038, la cual según el plan de estudios de mi carrera debo cursar el 1er cuatrimestre, pero a la hora de solicitar cursarla no aparece como una opción posible. por esta razón quiero saber de que forma solicitarlo o si en realidad corresponde a otro cuatrimestre. gracias. ",2,2,2,1,2016,2,6,3,1,1,18,6,326,0.0,0.7944785276073619,4,57,32,0.8245614035087719,0.015337423312883437,3,0,Ingreso a la Universidad
"hola mira yo había perdido la sube donde tenía el boleto estudiantil provincial, ya registré una nueva a mi nombre como hago para obtenerlo de nuevo? ",1,2,9,2,2019,1,7,4,1,1,25,11,150,0.0,0.8133333333333334,3,27,15,1.0,0.013333333333333334,1,0,Ingreso a la Universidad
"hola mira yo había perdido la sube donde tenía el boleto estudiantil provincial, ya registré una nueva a mi nombre como hago para obtenerlo de nuevo? ",1,2,9,2,2019,1,7,4,1,1,25,11,150,0.0,0.8133333333333334,3,27,15,1.0,0.013333333333333334,1,0,Pedido de Certificados
hola quisiera anotarme en las materias pero no aparezco en el sistema  ,3,1,2,1,2018,1,5,3,1,1,43,4,71,0.0,0.8169014084507042,0,14,9,0.8571428571428571,0.0,1,0,Boleto Universitario
hola quisiera anotarme en las materias pero no aparezco en el sistema  ,3,1,2,1,2018,1,5,3,1,1,43,4,71,0.0,0.8169014084507042,0,14,9,0.8571428571428571,0.0,1,0,Cursadas
hola yo realize la inscripcion de la asignatura algebra y logica computacional y no fue procesada  ,3,4,7,1,2017,3,8,3,1,1,17,4,99,0.0,0.8282828282828283,0,18,11,0.8333333333333334,0.0,1,0,Requisitos de Ingreso
"hola, quisiera saber cuanto tiempo se puede esperar para dar un final sin perder la regularidad? en caso de que se pierda se pierden las correlativas? muchas gracias! ",6,4,10,2,2019,3,5,3,1,1,0,6,167,0.0,0.8083832335329342,0,29,14,0.9310344827586208,0.023952095808383242,1,0,Ingreso a la Universidad
"hola, quisiera saber cuanto tiempo se puede esperar para dar un final sin perder la regularidad? en caso de que se pierda se pierden las correlativas? muchas gracias! ",6,4,10,2,2019,3,5,3,1,1,0,6,167,0.0,0.8083832335329342,0,29,14,0.9310344827586208,0.023952095808383242,1,0,Cursadas
"buenos dias, necesito saber por qué a la hora inscribirme a las materias del primer cuatrimestre me dice que no cumplo con los requisitos?. lo que si aclaro es que no realicé el taller en febrero por inconvenientes personales con la idea de hacerlo en julio. ",0,3,2,1,2019,0,7,0,0,1,3,4,259,0.0,0.806949806949807,2,47,29,0.8297872340425532,0.015444015444015444,2,0,Ingreso a la Universidad
"buenos dias, necesito saber por qué a la hora inscribirme a las materias del primer cuatrimestre me dice que no cumplo con los requisitos?. lo que si aclaro es que no realicé el taller en febrero por inconvenientes personales con la idea de hacerlo en julio. ",0,3,2,1,2019,0,7,0,0,1,3,4,259,0.0,0.806949806949807,2,47,29,0.8297872340425532,0.015444015444015444,2,0,Cursadas
"buenas tardes, yo tengo dudas si realice bien mi tramite de solicitud de titulo, ya que no me llego ningún mail de rechazo ni aceptación del mismo, como puedo hacer para verificar que este todo bien? gracias!  ",2,5,1,1,2018,2,3,1,1,1,3,8,210,0.0,0.7952380952380952,2,39,21,0.8974358974358975,0.023809523809523808,1,0,Requisitos de Ingreso
