Consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura
ya ingrese a la pagina y realice la inscripción pero no recibí el mail de como continuo la inscripción.  ,2,4,10,2,2018,3,1,0,0,1,33,6,105,0.0,0.8,3,21,14,0.8571428571428571,0.009523809523809523,1,0
hola yo realize la inscripcion de la asignatura algebra y logica computacional y no fue procesada  ,3,4,7,1,2017,3,8,3,1,1,17,4,99,0.0,0.8282828282828283,0,18,11,0.8333333333333334,0.0,1,0
"buenas tardes. mi consulta en este dia es porque la sube no me cargan mas. si entro en la pagina me dice que soy beneficiaria, pero sin embargo voy a consultar en el aparato de la sube y me dice que no soy beneficiaria de ningun plan . gracias... ",3,2,3,1,2019,0,8,4,1,1,3,4,247,0.0,0.7732793522267206,0,50,36,0.76,0.02834008097165992,6,0
"buenos dias, mi consulta es que estoy inscripta para aspirante, desde el 25 de octubre y aun no hay datos en el acceso al perfil, por la web. ya lleve toda la documentacion pero no aparezco. hay algun problema? ",2,1,12,2,2018,3,1,0,0,1,54,8,211,0.0,0.7772511848341233,0,40,24,0.9,0.02843601895734597,2,0
"hola, quisiera mi legajo de lic de administarcion ",0,1,2,1,2017,2,5,2,1,0,54,4,50,0.0,0.82,0,9,5,0.8888888888888888,0.02,1,0
no me llega el email para reestablecer la contraseña ,1,2,8,2,2018,0,5,2,1,1,16,6,53,0.0,0.8301886792452831,0,10,6,1.0,0.0,1,0
"buenas tardes ! estuve intentando inscribirme a las cursadas y no pude, el día de hoy me acerque a la facu para poder consultar que sucedía y me explicaron que había quedado libre, solicite la reincorporación pero tarda 24hs y el limite de anotarse en las materias es hasta hoy . como puedo hacer ? gracias  ",3,1,3,1,2019,1,6,4,1,1,54,8,308,0.0,0.7922077922077922,4,58,33,0.8103448275862069,0.016233766233766232,1,0
no me llega el email para confirmar mi nueva clave ,0,2,3,1,2018,1,5,3,1,1,43,6,51,0.0,0.8039215686274509,0,11,6,1.0,0.0,1,0
"hola mi nombre es alejandro daniel pedraza.  hace poco recibí un mail para poder ingresar al sistema de estudiantes, pero resulta que no se mi legajo y no me lo acuerdo.  de ser posible, necesitaría que me envíen mi numero de legajo por mail.  gracias desde ya. saludos. ",5,1,2,1,2016,2,4,0,0,1,43,4,271,0.0,0.7859778597785978,3,52,31,0.7884615384615384,0.025830258302583026,5,0
"hola, quiero consultar &iquest;como hago para inscribirme en una segunda carrera en unlu? actualmente estoy cursando lic en sistemas de información y quisiera inscribirme a ingeniería industrial y poder cursar ambas carreras en unlu.  muchas gracias. ",4,3,12,2,2015,0,4,2,1,1,14,4,251,0.0,0.8286852589641435,2,38,14,0.8421052631578947,0.0199203187250996,2,0
"no se me acredita el boleto estudiantil provincial, realicé el trámite el 14 de abril. y en el portal mi sube me aparece que no tengo ningún beneficio  ",0,3,5,1,2019,3,6,3,1,1,54,6,152,0.0,0.7828947368421053,3,30,18,0.8,0.013157894736842105,1,0
buenas tardes la consulta es para cambiar el boleto estudiantil a otra tarjeta sube ya que en la que la tengo asignada la tuve que dar de baja por rotura. ,0,5,4,1,2019,1,6,3,1,1,0,6,155,0.0,0.8,0,31,21,0.8387096774193549,0.0064516129032258064,1,0
no puedo ingresar a la página con mi número de documento. hace una semana me fui a inscribir y quería ingresar a la pagina ,2,2,11,2,2018,3,5,0,0,0,3,6,123,0.0,0.7967479674796748,3,25,15,0.84,0.008130081300813009,1,0
"buen día,  quería consultar sobre el boleto estudiantil, porque inicio el trámite para obtenerlo como el año pasado y me dice error de credenciales,  gracias! ",0,1,3,1,2018,1,4,2,1,1,25,6,159,0.0,0.8050314465408805,3,28,15,0.8571428571428571,0.025157232704402517,1,0
"buenas tardes, ingrese a inscripcion a cursadas y me dice que me enviaron un mail pero no me llego nada. estoy intentando hace varios dias ",2,3,2,1,2018,2,7,0,0,1,5,4,139,0.0,0.8057553956834532,0,26,15,0.8846153846153846,0.014388489208633094,1,0
hola! olvidé la contraseña y no me lkega el mail de recuperación.  gracias ,3,1,8,2,2018,0,3,1,1,0,3,6,75,0.0,0.7866666666666666,2,15,9,0.9333333333333332,0.02666666666666667,1,0
quisiera saber cómo tengo q hacer para pedir un certificado de materias aprobadas para inscribirme en otra universidad ,2,2,9,2,2017,3,4,2,1,1,27,4,119,0.0,0.8487394957983193,1,19,9,0.9473684210526316,0.0,1,0
"como tengo que hacer para reinscribirme , para poder comenzar el segundo semestre ",0,2,8,2,2016,2,5,2,1,1,8,4,82,0.0,0.8292682926829268,0,14,7,0.9285714285714286,0.012195121951219513,1,0
"olvide mi contraseña para acceder al perfil de estudiante, quiero actualizarla, ingrese los datos que me pedía pero todavía no me llego el mail para que pueda actualizarla. ",2,2,2,1,2018,1,4,2,1,1,54,6,173,0.0,0.8208092485549133,2,29,15,0.8965517241379308,0.017341040462427744,1,0
"llene el formulario para obtener el boleto estudiantil provincial, al finalizar me figuró como trámite procesado pero no me llegó ningún mail y luego la página me apareció como link inexistente, y cuando me volví a fijar en la pagina del boleto estudiantil me figura que &quot;la persona ya tiene un beneficio asignado&quot;. quiero saber si mi solicitud fue lograda o no. muchas gracias por su atención. aguardo la respuesta.   ",3,2,3,1,2019,2,8,4,1,1,5,4,429,0.0,0.8088578088578089,8,73,36,0.821917808219178,0.018648018648018648,4,0
desde el comienzo del segundo cuatrimestre solicite el boleto estudiantil y aun no se acreditó. a dondey quien  puedo recurrir? ,1,5,10,2,2019,1,7,4,1,1,5,4,128,0.0,0.8203125,1,22,10,0.9090909090909092,0.015625,1,0
"hola, buenas tardes. se me vence la prorroga para entregar el titulo el dia martes 22 de febrero de 2017. el comisionista que lleva a legalizar el titulo, no consigue turno. que hago? el titulo lo tengo pero el turno no. desde ya muchas gracias. ",4,3,2,1,2017,1,5,2,1,1,2,6,246,0.0,0.7601626016260162,0,46,23,0.8260869565217391,0.032520325203252036,5,0
"hola buenas tardes, quería comunicarles que como sabrán mañana termina el ciclo para anotarse en las cursadas y yo todavía no pude hacerlo porque cada vez que lo intento me salta lo siguiente: &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; necesitaría su ayuda lo más rápido posible... desde ya muchas gracias ",3,4,2,1,2018,1,6,0,0,1,5,4,361,0.0,0.8116343490304709,7,58,28,0.8965517241379308,0.024930747922437674,5,0
hola buenos dias. tengo un problema y es que no puedo entrar a anotarme a los finales. cuando ingreso legajo y contraseña  me salta que no cumplo con los requisitos. quisiera saber que tengo que hacer para poder anotarme a los finales? muchas gracias ,2,1,12,2,2018,1,6,4,1,1,3,4,251,0.0,0.8047808764940239,0,46,22,0.7391304347826086,0.01593625498007968,3,0
"hola que tal, tengo muchas dudas. quiero saber mi numero de legajo y mi clave y no se como obtenerla.voy formulario de solicitud de restablecimiento de clave , y me dice que mi tipo y documento son incorrectos ",4,1,2,1,2016,3,2,0,0,0,43,6,210,0.0,0.8,0,39,24,0.7435897435897436,0.01904761904761905,2,0
"hola buenos dias, quería saber cuando me puedo inscribir o cuando se empieza el periodo de inscripción  para la carrera de profesorado en educación física. y que documentación hay que presentar para poder inscribirme.   desde ya muchas gracias.    ",1,3,1,1,2018,0,5,0,0,1,43,6,248,0.0,0.8064516129032258,5,45,23,0.7777777777777778,0.016129032258064516,3,0
hola buenos días.  yo cambié de sube ya esta registrada a mi nombre y quería saber como tenía que hacer para cambiar el número para que me puedan otorgar el beneficio  ,3,2,5,1,2019,1,8,4,1,1,5,4,168,0.0,0.7976190476190477,5,34,20,0.8529411764705882,0.005952380952380952,1,0
cuando quiero iniciar el tramite para el boleto estudiantil dice que el beneficio ya fue otorgado pero nunca tuve el descuento. quisiera saber los pasos a seguir para terminar el tramite. gracias  ,3,1,7,1,2019,0,6,3,1,1,3,6,197,0.0,0.8223350253807107,0,34,17,0.8235294117647058,0.01015228426395939,2,0
"hola buenas tardes,me comunico con el fin de que no me llega el meil de inscripción,porfavor comunicarse a la brevedad. gracias. ",2,3,10,2,2019,1,5,0,0,1,5,6,129,0.0,0.8062015503875969,1,22,14,0.9090909090909092,0.031007751937984492,2,0
hola buenas noches queria saber porque todavia no se me acridita el subsidio de la sube   ya hice todos los reclamos y todavia no recibo el beneficio ,3,1,10,2,2019,3,4,3,1,1,27,4,150,0.0,0.8066666666666666,0,30,17,0.8333333333333334,0.0,1,0
"hola, realice mi inscripcion a la carrera de licenciatura de enfermeria pero aun no me llega la respuesta a mi correo electronico para realizar el siguiente paso abra alguna posibilidad que verifiquen el incombeniente porfavor. desde muchas gracias. laura gonzalez ",1,4,10,2,2015,1,2,1,1,1,52,13,265,0.0,0.8377358490566038,0,41,19,0.8780487804878049,0.011320754716981131,2,0
hola me pre inscribi pero cuando me acorde que me tenia que incribir ya estaba finalizado el periodo de 2 semanas y me volvi a pre inscribir pero  no me llega el  correo  ,2,1,12,2,2017,0,6,0,0,1,5,6,171,0.0,0.783625730994152,0,37,24,0.7027027027027027,0.0,1,0
buenas noches. en mi situacion academica aparece que no promovi el final de constitución. y aquel final se aprobaba con 4 yo saque un 6. podrian darme una respuesta por favor. gracias. ,0,1,2,1,2018,3,5,3,1,1,5,6,185,0.0,0.7891891891891892,1,33,16,0.9696969696969696,0.027027027027027032,5,0
buen día.me dirijo a ustedes porque necesito que me den el porcentaje que tengo de materias.tanto ami como a un compañero. nos dice 56 porciento y tenemos 56.el pedido es porque lo necesitamos para trabajar .nos lo piden. mi compañero es hernán bartolone .legajo:125325 y yo soy liliana neu .legajo:125324. saludos atentamente liliana neu ,4,2,8,2,2017,0,2,2,1,1,58,6,339,0.0,0.7610619469026548,2,55,29,0.8545454545454545,0.032448377581120944,9,0
"cuando quiero entrar a mi nformación académica desde mi perfil de estudiantes no me deja, dice que no cumplo con los requisitos necesarios. y yo soy estudiante del año pasado y metí una materia y ahora no puedo entrar para inscribirme a las materias de este año  ",3,4,2,1,2017,2,6,3,1,1,17,6,263,0.0,0.8098859315589354,3,49,29,0.7959183673469388,0.0076045627376425855,1,0
buen dia. necesito regularizarme y saber si voy a poder anotarme en alguna cursada debo generar una nueva clave y contraseña? muchas gracias ,2,2,3,1,2019,1,1,3,1,1,5,6,141,0.0,0.8226950354609929,0,24,11,0.9583333333333334,0.014184397163120569,1,0
me olvidé la contraseña para ingresar y poder anotarme a las materias. y a mí e-mail no me llega nada para restablecerla. ,0,3,2,1,2019,1,7,3,1,1,54,6,122,0.0,0.7950819672131147,2,23,14,0.8260869565217391,0.016393442622950817,2,0
"hola buenas noches, quería preguntar como me puedo anotar en las materias de mi carrera , ya que no pude acceder a internet del 8 al 12 de agosto. y necesito inscribirme por favor...  espero su respuesta . ",6,2,8,2,2016,3,5,2,1,1,54,6,206,0.0,0.7621359223300971,1,40,24,0.95,0.033980582524271837,5,0
"hola, buen dia.. quería pedir que se reconfirme el acta de biomecanica 15004.. ya que aprobe en final regular el 13/12/2017 y no me aparece en la solapa de finales aprobados..  carrera prof. de ed. fisica, carrera 43 plan 02 ",1,3,12,2,2017,1,4,2,1,0,43,6,225,0.0,0.6888888888888889,1,42,23,0.8333333333333334,0.04444444444444445,8,0
"quisiera recuperar mi clave de acceso al sistema de servicios académicos, ya gestioné la clave pero no me llega el mail. gracias ",1,4,6,1,2018,2,7,4,1,1,25,8,129,0.0,0.813953488372093,2,23,11,0.9130434782608696,0.015503875968992246,1,0
buenas tardes !! quisiera saber si es valido anotarme en dos o tres materias solamente o es obligacion anotarme en todas la que figuran para el primer cuatrimestre ? ( no la de taller )desde ya agradesco cualquier información  ,4,4,2,1,2018,1,8,0,0,1,5,6,227,0.0,0.8017621145374451,1,41,22,0.8536585365853658,0.013215859030837005,1,0
hola. todavía tengo oportunidad de inscribirme?  ,1,4,2,1,2019,2,8,0,0,1,3,6,49,0.0,0.8163265306122449,1,8,3,0.875,0.040816326530612235,1,0
hola. quería saber como puedo hacer para cambiar los horarios. si puedo renovarlos de nuevo. gracias ,4,1,3,1,2017,1,6,3,1,0,43,4,101,0.0,0.8118811881188119,1,17,6,0.9411764705882352,0.0297029702970297,3,0
hola .. necesito ayuda olvide la clave de mi usuario  y ahora no puedo entrar a mi perfil ..  podrian mandarme la clave. por favor .   desde ya muchas gracias.. !! ,0,2,2,1,2017,3,3,1,1,1,43,6,164,0.0,0.725609756097561,0,36,20,0.8055555555555556,0.06097560975609756,8,0
queria saber porque no puedo entrar a mi legajo  ,1,4,11,2,2016,2,5,3,1,1,4,13,49,0.0,0.7959183673469388,0,11,5,0.9090909090909092,0.0,1,0
hola puede ser que no esten cargadas algunas promociones? por que me aparecen regulares.. y ya las promocione ,1,1,9,2,2018,2,6,4,1,1,43,6,110,0.0,0.8090909090909091,0,19,11,0.9473684210526316,0.027272727272727268,2,0
necesito constancia de titulo en tramite.  recien envie la solicitud de tramite de titulo. gracias  ,0,4,12,2,2016,2,1,1,1,0,5,6,100,0.0,0.81,0,18,8,0.7777777777777778,0.02,2,0
cargue todo los datos para el boleto provincial y todavía no puedo obtener el beneficio..  ,4,2,8,2,2019,2,5,4,1,1,24,4,91,0.0,0.8021978021978022,1,17,9,0.8823529411764706,0.02197802197802198,2,0
no me llegan los mail ,2,1,11,2,2017,0,5,0,0,1,54,6,22,0.0,0.7727272727272727,0,6,5,1.0,0.0,1,0
mi consulta es sobre la materia introduccion al trabajo social yo la curse en 2016 mi pregunta es el vencimiento de la regularidad si es de 2 o3 años si es de 2 años mi ultima posibilidad seria ahora en diciembre esa es mi consulta.muchas gracias  ,2,2,12,2,2018,3,1,3,1,1,5,13,248,0.0,0.7782258064516129,0,48,31,0.6666666666666666,0.004032258064516129,1,0
hola. queria saber si puedo pedir online o si tengo que ir a la oficina de alumnos a pedir los programas firmados de las materias que tengo aprobadas. ,5,2,10,2,2019,3,3,2,1,1,54,11,151,0.0,0.8013245033112583,0,29,14,0.7931034482758621,0.01324503311258278,2,0
"no puedo pedir el boleto estudiantil provincial, me figura error en credenciales. que hago? ",0,1,3,1,2018,1,5,3,1,1,43,6,92,0.0,0.8152173913043478,0,15,6,1.0,0.03260869565217391,1,0
no me llegan los mensajes al gmail ,0,2,3,1,2018,1,8,0,0,1,3,4,35,0.0,0.8,0,8,5,1.0,0.0,1,0
hola quería saber pq no me llegó el medio de la inscripción online ,2,3,10,2,2018,1,8,0,0,1,25,4,67,0.0,0.8059701492537313,3,14,8,1.0,0.0,1,0
no puedo ingresar con mi dni . la semana pasada me incribí para este año lectivo. quisiera saber si no va a haber problema para anotarme el 18/2 para la cursada de este cuatrimestre. muchas gracias. mariela duarte ,1,2,2,1,2019,3,1,1,1,1,33,6,214,0.0,0.7850467289719626,1,39,22,0.8717948717948718,0.018691588785046728,4,0
"hola mi consulta es porque no me puedo anotar para el boleto provincial soy de moreno y el año pasado estuve en la carrera licenciatura enfermería y este año me cambie de carrera me aparece que ya tengo un beneficio pero nose cual es el beneficio no entiendo ,espero me puedan ayudar ,gracias! ",3,3,3,1,2019,1,6,3,1,1,19,4,294,0.0,0.8095238095238095,1,54,31,0.7777777777777778,0.010204081632653059,1,0
"hola,  quise hacer el boleto estudiantil y me dice que ya tengo un beneficio asignado,  pero a mi nunca me cargaron nada en la sube.  quería saber si ustedes podrían llegar a saber porque ",3,2,4,1,2019,1,5,4,1,0,54,6,188,0.0,0.7872340425531915,2,38,20,0.8421052631578947,0.015957446808510637,1,0
"hola, queria saber en que estado esta mi tramite de solicitud de equivalencias.  muchas gracias! yamila olivera ",3,2,3,1,2016,2,3,2,1,1,19,6,112,0.0,0.8125,0,19,8,0.8947368421052632,0.026785714285714284,1,0
"buenas noches. mi consulta es sobre el boleto estudiantil provincial, tenía entendido que el 20 de marzo se acreditaría el saldo, desde esa fecha voy a consultar a las terminales de sube y no tengo saldo a acreditarse. intenté inscribirme pero en la página me dice que ya cuento con el beneficio. que debo hacer? a dónde debo recurrir para que se me acredite el saldo? gracias ",3,2,4,1,2018,3,5,3,1,1,5,6,377,0.0,0.7984084880636605,5,68,38,0.7941176470588235,0.018567639257294433,3,0
"buenas tarde! quisiera saber hasta que tiempo puedo cambiarme de comision, los profesores ya me firmaron el permison, solo que no pude acercarme a entregar en administración ",3,2,4,1,2019,1,8,4,1,1,19,6,174,0.0,0.8275862068965517,1,28,13,0.9642857142857144,0.017241379310344827,1,0
deseo inscribirme en la carrera de contador publico. muchas gracias. ,2,4,2,1,2017,3,6,0,0,1,54,6,69,0.0,0.8260869565217391,0,11,4,1.0,0.028985507246376805,2,0
"hola mi nombre es braian yo realize el taller de enfermeria en febrebro y la promocione con un 10 , pero en la pagina de la universidad en el area de situacion academica me aparece que no la curse queria saber el motivo de esto . muchas gracias  ",2,1,3,1,2019,1,7,4,1,1,52,4,246,0.0,0.7845528455284553,0,50,32,0.78,0.008130081300813009,1,0
"hola ,ingrese a la unlu en la carrera licenciatura en ciencias de la educación en el año 2002,y nuevamente 2015 ,en la cede de san miguel en el año,2016 y 2018,ahora quería realizar el reingreso ,desde ya muchas gracias ",0,1,3,1,2019,2,1,1,1,1,4,4,220,0.0,0.7227272727272728,2,40,24,0.775,0.027272727272727268,1,0
hola me interesa la carrera de linc. en enfermeria ,3,1,2,1,2017,2,3,0,0,1,52,11,51,0.0,0.8039215686274509,0,10,6,1.0,0.0196078431372549,1,0
no me llega el mail correspondiente para seguir con los pasos de la inscripción ,1,3,10,2,2018,1,6,0,0,0,0,4,80,0.0,0.825,1,15,10,1.0,0.0,1,0
"hola, cuando me habilitan para poder ingresar a mi perfil de la facultad?  ",0,3,12,2,2018,1,6,0,0,1,3,6,75,0.0,0.7866666666666666,0,15,8,0.9333333333333332,0.02666666666666667,1,0
buenos dias. no puedo ingresar a mi cuenta para inscribirme al final de matematica 1. me arroja un mjs diciendo que el usuario no cumple con los requisitos. ya tenia el usuario y ahora no me permite ingresar ni restablecer mi contraseña ,5,2,12,2,2016,0,6,3,1,1,54,6,237,0.0,0.8059071729957806,0,43,23,0.8372093023255814,0.012658227848101266,3,0
hola buenas tardes! quisiera solicitar el analítico de la carrera lic en trabajo social. como lo solicito? ,4,3,8,2,2016,2,3,1,1,1,5,6,107,0.0,0.8130841121495327,1,18,9,1.0,0.02803738317757009,1,0
el sistema no me deja anotarme en las materias cuando intento me sale este mensaje &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas&quot;. como lo puedo resolver? ,3,3,2,1,2019,3,8,0,0,1,19,4,205,0.0,0.8097560975609757,1,33,18,0.9393939393939394,0.024390243902439025,2,0
"hace aproximadamente 1 mes completé este formulario para poder obtener el boleto estudiantil. al finalizarlo, debía recibir un mensaje al correo electrónico a modo de confirmación, el cual nunca llegó. por ende, me comunico con ustedes ya que necesito este boleto. ",2,3,8,2,2019,2,8,4,1,1,54,4,265,0.0,0.8188679245283019,5,42,21,0.9285714285714286,0.022641509433962263,3,0
"buenas el otro día fui a la universidad para saber que materias aprobé, trate de ingresar por la web pero no me permite, mi numero de legajo 70325, mi dni 26339050 como tendría que proceder de ahora en mas? desde ya muchas gracias. ",0,2,7,1,2016,3,1,1,1,1,3,4,232,0.0,0.7370689655172413,3,44,26,0.8863636363636364,0.02155172413793104,1,0
"buenas tardes, me olvide la contraseña y no me llega el mail para poder cambiarlo.  desde ya muchas gracias. saludos ",3,2,12,2,2017,2,3,1,1,1,25,6,117,0.0,0.7948717948717948,0,22,11,0.9090909090909092,0.02564102564102564,2,0
buenas noches hoy estuve en la unlu sede san miguel y alumnas que cursan  me dijeron que me podia inscribir en el taller abierto codigo 30610 el cual no pude hacerlo por la pagina le pido ser inscripta en la misma los lunes para cursarla desde ya muchas gracias  ,3,4,8,2,2015,3,1,1,1,1,33,6,263,0.0,0.7870722433460076,0,52,30,0.8269230769230769,0.0,1,1
"buenas tardes, estoy interesada en saber con cuánto se aprueban los exámenes finales, y en particular con cuánto se aprueba el examen final de análisis socioeconómico. muchas gracias  ",4,1,7,1,2018,2,7,4,1,0,3,6,184,0.0,0.8260869565217391,5,30,12,0.8333333333333334,0.016304347826086956,1,0
nose qué requisitos me faltaria para poder inscribirme a las materias de cursadas. ,2,3,2,1,2019,3,7,0,0,1,54,4,83,0.0,0.8313253012048193,1,14,8,1.0,0.012048192771084338,1,0
"buenos días, tenia mi sube con el beneficio la di de baja porque se rompió, ahora habilite una nueva y no puedo obtener el saldo que me quedo en la anterior sube. y tampoco tengo el beneficio  ",5,3,8,2,2019,1,3,2,1,1,5,11,193,0.0,0.7875647668393783,2,39,21,0.8461538461538461,0.015544041450777204,1,0
error de credenciales?? ,0,1,3,1,2018,0,2,2,1,1,54,4,24,0.0,0.7916666666666666,0,4,2,1.0,0.08333333333333333,1,0
no puedo inscribirme a las materias de este cuatrimestre  ,2,1,3,1,2019,3,4,2,1,1,3,6,58,0.0,0.8275862068965517,0,11,7,0.9090909090909092,0.0,1,0
quiero anotarme en las materias y no me lo permite ,1,3,2,1,2018,0,3,0,0,1,3,6,51,0.0,0.8039215686274509,0,11,7,1.0,0.0,1,0
envío solicitud de pre inscripción y no recibo el mail de confirmación para continuar con el proceso. ,6,3,10,2,2015,2,6,0,0,1,0,11,102,0.0,0.8235294117647058,3,18,11,0.8888888888888888,0.00980392156862745,1,0
"no recuerdo la clave, para anotarme en las cursadas del año 2017. ",4,4,11,2,2016,1,1,3,1,1,5,4,66,0.0,0.7272727272727273,0,13,8,1.0,0.030303030303030307,1,0
buenos dias. quisiera saber el estado de mi solicitud para acceder al boleto estudiantil. fue enviada el dia viernes 22/3 y no recibi noticias aún de como proceder. desde ya muchas gracias. micaela ,1,1,4,1,2019,1,4,4,1,1,3,6,198,0.0,0.7929292929292929,1,34,16,0.9411764705882352,0.020202020202020204,4,0
"buenas tardes.  en la fotocopia que me dieron donde aclara mis dias y horarios de cursada para el taller de febrero, dice que tengo que confirmar el numero de comision  ",0,2,1,1,2017,2,4,0,0,1,43,6,169,0.0,0.7988165680473372,0,33,19,0.7878787878787878,0.01183431952662722,1,0
quiero hacer el tramite del boleto universitario y me dice que ya estoy registrado y no recibo el beneficio ,2,4,10,2,2019,0,3,3,1,1,54,6,108,0.0,0.8240740740740741,0,20,11,0.9,0.0,1,0
hola quería solicitar mi porcentaje de materias por favor gracias  ,0,5,7,1,2017,0,4,2,1,1,43,6,67,0.0,0.8358208955223879,1,12,6,0.9166666666666666,0.0,1,0
"hola, buenas tardes. quería hacer una consulta sobre el ingreso al perfil de aspirante mediante la vía web, ya que cuando ingreso mi número de dni aparece la leyenda que &quot;no existen datos para el aspirante ingresado&quot;. realicé la inscripción el día 19/10 en la sede de luján. agradecería que puedan informarme sobre qué debo hacer para poder ingresar al perfil del aspirante. saludos. ",1,2,12,2,2018,2,7,0,0,1,5,4,394,0.0,0.7969543147208121,9,65,30,0.7538461538461538,0.022842639593908632,5,0
"buen día, perdí mi número de legajo para la carrera de prof en cs biológicas. quisiera saber si me lo pueden comunicar. gracias francisco ",3,4,2,1,2017,1,3,0,0,1,48,6,138,0.0,0.8043478260869565,4,25,14,0.96,0.021739130434782608,2,0
"hola buenas tardes, mi consulta va dirijida ,  acerca del inconveniente de no poder realizar la carga de sube ,   con el beneficio del boleto provincial, me gustaria saber cual es el incoveniente, y cuando se solucionaria el problema, para poder disfrutar dem beneficio? ",1,3,4,1,2018,1,4,2,1,1,43,10,271,0.0,0.8007380073800738,0,48,27,0.8125,0.025830258302583026,1,0
"hola, yo hice el trámite web para en boteto y me tenía q llegar un mail para q yo vaya a una terminal sube y nunca llegó, yo por las dudas fui y probé en poner la sube y dice que no tengo ninguna tarifa pendiente, y acá  cuando vuelvo a querer llenar el formuario me dice que sí tengo una, no sé qué hacer porque ya casi termina el periodo para solicitarlo ",4,4,3,1,2019,2,8,4,1,1,54,4,357,0.0,0.7815126050420168,8,75,49,0.7333333333333333,0.011204481792717087,1,0
buenos días:  de ser posible estaría interesada en solicitar un certificado de materias aprobadas y el porcentaje de aprobación. ,3,1,3,1,2017,0,3,1,1,1,7,12,129,0.0,0.8294573643410853,3,21,10,0.8571428571428571,0.015503875968992246,1,0
"hola no puedo entrar, yo ya soy estudiante, por favor me podrían ayudar con esto, o informarme que tengo que hacer. desde ya muchas gracias.  ",0,3,2,1,2017,3,1,3,1,1,54,6,142,0.0,0.7816901408450704,1,27,14,0.8888888888888888,0.035211267605633804,2,0
 ha pasado casi un mes que hice mi trámite del boleto y no he tenido respuesta ,0,4,5,1,2019,3,8,4,1,1,52,4,79,0.0,0.7848101265822784,1,18,13,0.9444444444444444,0.0,1,0
"saludos, el dia 25/2 me presente a un final de la materia &quot;ciencias de los materiales&quot;, recien hoy cargaron la nota pero ahora no puedo conseguir el certificado de presencia al examen virtual para presentarlo en mi trabajo. podrían decirme donde imprimirlo?  ",2,4,2,1,2019,1,5,2,1,1,25,4,269,0.0,0.7955390334572491,1,44,23,0.8863636363636364,0.022304832713754646,1,0
"hola buenas tardes , quince volver a llenar el formulario de solicitud xq me dijeron que se debe hacer todos los años y me aparece que ya tengo el beneficio asignado. hasta ayer no tenía nada en la sube. en dónde puedo ver el beneficio supuesto asignado?. desde ya muchas gr ",2,2,3,1,2019,1,4,3,1,1,54,4,275,0.0,0.7963636363636364,2,52,28,0.8653846153846154,0.01818181818181818,3,0
"el motivo de mi consulta, es porque no recuerdo el numero de legajo y no puedo entrar al sistema de alumnos para ver mi situacion. espero por favor que puedan enviarmela para poder acceder. otra consulta es si el cambio de carrera es recien para el segundo cuatrimestre, o puedo cambiarme de carrera ahora y aprovechar este cuatrimestre?. muchas gracias. ",6,3,2,1,2016,2,3,0,0,1,3,4,355,0.0,0.8112676056338028,0,61,30,0.7377049180327869,0.01971830985915493,4,0
no puedo reestablecer mi clave de mi perfil y necesito entrar ,3,4,3,1,2016,1,5,2,1,1,3,6,62,0.0,0.8225806451612904,0,12,6,0.9166666666666666,0.0,1,0
cómo tengo que hacer una reincorporación vía web? ,1,1,3,1,2019,3,7,3,1,1,54,4,50,0.0,0.82,3,9,6,1.0,0.02,1,0
"la siguiente consulta es referida a las inscripciones del periodo 2020 a la carrera de licenciatura en administración, y los papeles requeridos para el ingreso  ",1,3,10,2,2019,1,8,0,0,1,3,4,161,0.0,0.8074534161490683,1,27,16,0.8888888888888888,0.006211180124223602,1,0
"hola buenas tardes, quisiera inscribirme en la carrera de trabajo social y quiero saber como hago, cuales son los requisitos. muchas gracias. ",0,2,2,1,2017,2,1,0,0,1,0,6,142,0.0,0.8169014084507042,0,23,9,1.0,0.028169014084507043,2,0
"hola, entro a mi cuenta y aparezco como que no soy alumno regular. me dice que registre un mail para regularizar mi situacion pero no tengo nada en mi correo... me podran decir como tengo que hacer por favor ",3,4,5,1,2018,1,3,0,0,1,7,6,208,0.0,0.7884615384615384,0,40,24,0.8,0.02403846153846154,4,0
cuando llega el mwnsaje ,2,3,2,1,2018,2,5,3,1,1,27,4,24,0.0,0.8333333333333334,0,5,2,1.0,0.0,1,0
"hola, buenas tardes. quisiera inscribirme para el ciclo lectivo 2019 y no me llega el email para seguir con la inscripcion. espero respuesta. saludos! ",1,2,11,2,2018,1,6,0,0,1,0,6,151,0.0,0.7814569536423841,0,25,11,0.92,0.03311258278145696,3,0
"hola , yo lleve las cosas para hacer la simultaneidad con la tec. en inspeccion de alimentos. donde mandan el nuevo num de legajo ? o tengo que pasar por la universidad ? desde ya muchas gracias saluda atte , marianela. ",4,4,6,1,2016,1,3,1,1,0,1,11,220,0.0,0.7818181818181819,0,42,24,0.8809523809523809,0.031818181818181815,3,0
